sample_id,text,title,content,text_length,label,label_id,source_category,source_keyword,keyword_in_scrape_plan,source_post_id,like_count,source_file
a30522f690f971a1,"“我的青春是朴素的”

云序言 淼嘉恋专属话题 随笔 青春是一本仓促的书 这就是青春 那是我再也回不去的青春 青春是那么美好 我的青春落幕了 青春是一场盛夏 我的青春回头看了我一眼",“我的青春是朴素的”,云序言 淼嘉恋专属话题 随笔 青春是一本仓促的书 这就是青春 那是我再也回不去的青春 青春是那么美好 我的青春落幕了 青春是一场盛夏 我的青春回头看了我一眼,90,情感故事,0,情感故事,青春随笔,0,26,21811,raw_real_texts.csv
35549401a6a50388,"摘抄|我想,人生是可以慢半拍,再慢半拍的。

01 我想,人生是可以慢半拍, 再慢半拍的。 生命的钟表不能一味的往前拨, 要习惯自己是生活的迟到者。 当生命的时钟有张有驰、 疾徐有致地行走地时候, 我们地日子才会随着日升日落, 发出流水一样清脆地足音。 /迟子建 02 虽然辛苦, 我还是会选择那种滚烫地人生。 /北野武 03 只有我才会帮助自己 越过一山又一山, 克服一次又一次难关。 /亦舒《我的前半生》 04 我的路,不管什么时候 都是崭新的路, 今天是,明天还是。 /尹东柱《新路》 05 去成为你本应该成为的人, 任何时候都不会太晚。 /乔治·艾略特 06 我们可以把时间浪费在自己喜欢的事情上, 但不可以困在自己讨厌的生活方式里。 /福斯特·莱士《生命中最简单又最困难的事》 07 明天和生命尽头,常常清晰可见, 时间折蝶,春光晃眼 /冯唐《见一面吧》 生活美学 摘抄 人生的意义 句子","摘抄|我想,人生是可以慢半拍,再慢半拍的。","01 我想,人生是可以慢半拍, 再慢半拍的。 生命的钟表不能一味的往前拨, 要习惯自己是生活的迟到者。 当生命的时钟有张有驰、 疾徐有致地行走地时候, 我们地日子才会随着日升日落, 发出流水一样清脆地足音。 /迟子建 02 虽然辛苦, 我还是会选择那种滚烫地人生。 /北野武 03 只有我才会帮助自己 越过一山又一山, 克服一次又一次难关。 /亦舒《我的前半生》 04 我的路,不管什么时候 都是崭新的路, 今天是,明天还是。 /尹东柱《新路》 05 去成为你本应该成为的人, 任何时候都不会太晚。 /乔治·艾略特 06 我们可以把时间浪费在自己喜欢的事情上, 但不可以困在自己讨厌的生活方式里。 /福斯特·莱士《生命中最简单又最困难的事》 07 明天和生命尽头,常常清晰可见, 时间折蝶,春光晃眼 /冯唐《见一面吧》 生活美学 摘抄 人生的意义 句子",399,情感故事,0,情感故事,治愈文案,0,60,20941,raw_real_texts3.csv
1a79a92bbddebeb8,"李娟真的太会写了,这段看得我泪流满面

我不得安宁。 无论生活在多么偏远僻静的地方, 我的心都不得安宁。 我最嘈杂,最贪婪。 我与眼下这世界格格不入。 眼下世界里,青草顶天而生, 爬虫昼追日,夜逐月。 风是透明的河流,雨是冰凉的流星。 只有我最简陋,最局促。 我酝酿出一份巨大的悲哀, 却流不出几行眼泪。 我全面坦露自己的软弱, 捶胸顿足,小丑般无理取闹。 可万物充耳不闻。 我无数遍讲诉自己的孤独, 又讲诉千万人的万种孤独。 越讲越尴尬,独自站在地球上,无法收场。 ——李娟《遥远的向日葵地》 读书 情感 孤独 美文 文学 书籍 李娟 治愈书单 好句摘抄分享 遥远的向日葵地 我被文字感动了 文学的力量 infj 治愈系散文","李娟真的太会写了,这段看得我泪流满面","我不得安宁。 无论生活在多么偏远僻静的地方, 我的心都不得安宁。 我最嘈杂,最贪婪。 我与眼下这世界格格不入。 眼下世界里,青草顶天而生, 爬虫昼追日,夜逐月。 风是透明的河流,雨是冰凉的流星。 只有我最简陋,最局促。 我酝酿出一份巨大的悲哀, 却流不出几行眼泪。 我全面坦露自己的软弱, 捶胸顿足,小丑般无理取闹。 可万物充耳不闻。 我无数遍讲诉自己的孤独, 又讲诉千万人的万种孤独。 越讲越尴尬,独自站在地球上,无法收场。 ——李娟《遥远的向日葵地》 读书 情感 孤独 美文 文学 书籍 李娟 治愈书单 好句摘抄分享 遥远的向日葵地 我被文字感动了 文学的力量 infj 治愈系散文",313,情感故事,0,情感故事,治愈文案,0,39,20905,raw_real_texts.csv
98345ad74c6fadd1,"被文字治愈的瞬间3️⃣5️⃣

记录吧就现在 幸福是一只难以捕捉的蝴蝶,但如果你安静的坐在那里,也许它会落在你的手上૮ ̇Ⱉ ̇ ა 谢谢你能包容我口是心非的性格和时好时坏的脾气づ ど 你说同频的人像礼物,我说爱你的人可以调频(ღ ‿ ღ) 我一定要成为全世界最爱我的人 ́•ع•` 被你改变的那部分,我代替你和我站在一起•͈ 3 •͈ 你和我玩,算你有品,谢谢你੭ ᐕ)੭ 文字的力量 很治愈我的话 手写信 电子手帐 便利贴纸 可爱风 小众文案 文字背景图",被文字治愈的瞬间3️⃣5️⃣,"记录吧就现在 幸福是一只难以捕捉的蝴蝶,但如果你安静的坐在那里,也许它会落在你的手上૮ ̇Ⱉ ̇ ა 谢谢你能包容我口是心非的性格和时好时坏的脾气づ ど 你说同频的人像礼物,我说爱你的人可以调频(ღ ‿ ღ) 我一定要成为全世界最爱我的人 ́•ع•` 被你改变的那部分,我代替你和我站在一起•͈ 3 •͈ 你和我玩,算你有品,谢谢你੭ ᐕ)੭ 文字的力量 很治愈我的话 手写信 电子手帐 便利贴纸 可爱风 小众文案 文字背景图",229,情感故事,0,情感故事,治愈文案,0,51,19994,raw_real_texts3.csv
63d549bdbd227b3b,"她是我十七岁左胸口的一拓淤青。

写一点青橘味的、爱与伤痛辨不分明的高中时代,两个女孩子的故事。 - “如果你看我的电影/听我爱的CD/如果你能带我一起旅行。” “如果你会开始相信/这般恋爱心情/如果你能给我如果的事。” ——范玮琪/张韶涵《如果的事》 - 看向她的时候发现她也正看向我,眼睛黑白分明,专注得仿佛整个世界里只有我的身影。对视了几秒后,我们不由自主地笑起来。于是我的心动和无措被很好地掩饰,在很久很久之后我想起它们,它们才会被这样定义。而她是我十七岁左胸口上的一拓淤青,只有我走出了那些季节,才会意识到自己止步不前的种种,承认自己不够坦诚的内心,以及离开她后我后知后觉的疼痛——但我也同时知道,是她让我见到了与过去全然不同的四季,让我开始相信,旷远的岁月里永远存在一个名为爱的支点。 最后的最后,手机屏幕亮起,弹出的是她的回复。 她说。好,那就冬天见。 短篇 文章 原创 原创随笔 小说 我会被文字打动 碎碎念 青春 INFJ",她是我十七岁左胸口的一拓淤青。,"写一点青橘味的、爱与伤痛辨不分明的高中时代,两个女孩子的故事。 - “如果你看我的电影/听我爱的CD/如果你能带我一起旅行。” “如果你会开始相信/这般恋爱心情/如果你能给我如果的事。” ——范玮琪/张韶涵《如果的事》 - 看向她的时候发现她也正看向我,眼睛黑白分明,专注得仿佛整个世界里只有我的身影。对视了几秒后,我们不由自主地笑起来。于是我的心动和无措被很好地掩饰,在很久很久之后我想起它们,它们才会被这样定义。而她是我十七岁左胸口上的一拓淤青,只有我走出了那些季节,才会意识到自己止步不前的种种,承认自己不够坦诚的内心,以及离开她后我后知后觉的疼痛——但我也同时知道,是她让我见到了与过去全然不同的四季,让我开始相信,旷远的岁月里永远存在一个名为爱的支点。 最后的最后,手机屏幕亮起,弹出的是她的回复。 她说。好,那就冬天见。 短篇 文章 原创 原创随笔 小说 我会被文字打动 碎碎念 青春 INFJ",420,情感故事,0,情感故事,青春随笔,0,2,19766,raw_real_texts.csv
450d571ed60da36e,"分享丨每一句都独一无二丨INFP的荒芜诗

- 写给INFP的五封信,期待被听到回音 晚安,自用随意→ - 听闻将叹息折成蝴蝶时, 风会把它送往有回音的山谷。 - 和蒲公英密谋一场叛逃,目的地:乌托邦银河渡口。 - 我的灵魂是只褪色的月亮纸船,但你眼里有让它航行的海。 - 爱是我伤口上,你坚持播种的玫瑰园。 - 最暴烈的温柔,是让每个雪夜倒退着降落—— 回到云,回到铅灰色的神明的咳嗽。 - 人人都是浪漫诗人[话题] 文艺句子[话题] 作家笔下的浪漫[话题] 浪漫文字的记录者[话题] 治愈系诗歌[话题] 句子控[话题] 人生流淌在诗歌里[话题] WeChat文案[话题] 个性签名[话题] 短句[话题]",分享丨每一句都独一无二丨INFP的荒芜诗,"- 写给INFP的五封信,期待被听到回音 晚安,自用随意→ - 听闻将叹息折成蝴蝶时, 风会把它送往有回音的山谷。 - 和蒲公英密谋一场叛逃,目的地:乌托邦银河渡口。 - 我的灵魂是只褪色的月亮纸船,但你眼里有让它航行的海。 - 爱是我伤口上,你坚持播种的玫瑰园。 - 最暴烈的温柔,是让每个雪夜倒退着降落—— 回到云,回到铅灰色的神明的咳嗽。 - 人人都是浪漫诗人[话题] 文艺句子[话题] 作家笔下的浪漫[话题] 浪漫文字的记录者[话题] 治愈系诗歌[话题] 句子控[话题] 人生流淌在诗歌里[话题] WeChat文案[话题] 个性签名[话题] 短句[话题]",303,情感故事,0,情感故事,治愈文案,0,15,18517,raw_real_texts2.csv
a20a14015e4efa27,"“人生是可以慢半拍,再慢半拍的。”

我想,人生是可以慢半拍,再慢半拍的。生命的钟表,不能一味地往前拨,要习惯自己是生活的迟到者。当生命的时钟有张有弛、疾徐有致地行走的时候,我们的日子,才会随着日升月落,发出流水一样清脆的足音。 ——迟子建《也是冬天也是春天》 好句摘抄分享 手写 文字 我会被文字打动 文案 治愈 人生感悟 每日练字打卡 情感 小红书小美说","“人生是可以慢半拍,再慢半拍的。”","我想,人生是可以慢半拍,再慢半拍的。生命的钟表,不能一味地往前拨,要习惯自己是生活的迟到者。当生命的时钟有张有弛、疾徐有致地行走的时候,我们的日子,才会随着日升月落,发出流水一样清脆的足音。 ——迟子建《也是冬天也是春天》 好句摘抄分享 手写 文字 我会被文字打动 文案 治愈 人生感悟 每日练字打卡 情感 小红书小美说",179,情感故事,0,情感故事,治愈文案,0,48,18320,raw_real_texts3.csv
9b20f9703a474184,"不是不害怕,才叫勇敢,而是你在紧张、焦虑、心里打鼓的时候,依然决定再试一次,哪怕脚下发软、心里发慌,也愿意往前多迈一步。 我们常常以为只有无所畏惧的人才配谈勇敢,可其实,大多数真正的勇敢,恰恰是发生在最害怕的时候。 那是一种明知不可控、明知可能失败,仍然选择不退缩的坚持。你可以边害怕、边流泪、边出错,也可以边修复、边学习、边成长。 情绪从不会在你准备好的那天突然消失,但你可以在害怕中继续走,边走边学,边学边练,直到有一天,你发现自己已经站在原来不敢靠近的地方了。 所以,不要等到“完全不怕”才开始行动,因为那一天可能永远不会到。你只需要告诉自己:“虽然我还不够自信,但我不打算就此放弃。” 每一次带着恐惧迈出的脚步,都是在为未来的自己打地基。真正的勇敢,不是无坚不摧,而是在慌乱里依旧愿意前行。 你可以一边害怕,一边勇敢,然后,一点点变得坚定、笃定、有力量。那些你以为迈不过去的坎,也会在某天回头看时,成为你最值得骄傲的高地。 停止自我怀疑 自我激励 自我成长 自我肯定的力量 不要害怕开始 自我认知 停止自我批判 力量与勇气 不害怕失败 积极心理学","你可以一边害怕,一边勇敢","不是不害怕,才叫勇敢,而是你在紧张、焦虑、心里打鼓的时候,依然决定再试一次,哪怕脚下发软、心里发慌,也愿意往前多迈一步。 我们常常以为只有无所畏惧的人才配谈勇敢,可其实,大多数真正的勇敢,恰恰是发生在最害怕的时候。 那是一种明知不可控、明知可能失败,仍然选择不退缩的坚持。你可以边害怕、边流泪、边出错,也可以边修复、边学习、边成长。 情绪从不会在你准备好的那天突然消失,但你可以在害怕中继续走,边走边学,边学边练,直到有一天,你发现自己已经站在原来不敢靠近的地方了。 所以,不要等到“完全不怕”才开始行动,因为那一天可能永远不会到。你只需要告诉自己:“虽然我还不够自信,但我不打算就此放弃。” 每一次带着恐惧迈出的脚步,都是在为未来的自己打地基。真正的勇敢,不是无坚不摧,而是在慌乱里依旧愿意前行。 你可以一边害怕,一边勇敢,然后,一点点变得坚定、笃定、有力量。那些你以为迈不过去的坎,也会在某天回头看时,成为你最值得骄傲的高地。 停止自我怀疑 自我激励 自我成长 自我肯定的力量 不要害怕开始 自我认知 停止自我批判 力量与勇气 不害怕失败 积极心理学",477,情感故事,0,情感故事,成长感悟,0,64,17684,raw_real_texts3.csv
df3bacc209fbf57c,"“如果我们的因果注定折散于十七岁长夜”

我或许就不会轻易提及离别。 原创[话题] 随笔[话题] 情感[话题] 文案[话题] 文字的力量[话题] 暗恋[话题] 遗憾[话题] 青春[话题] infj[话题] infp[话题]",“如果我们的因果注定折散于十七岁长夜”,我或许就不会轻易提及离别。 原创[话题] 随笔[话题] 情感[话题] 文案[话题] 文字的力量[话题] 暗恋[话题] 遗憾[话题] 青春[话题] infj[话题] infp[话题],111,情感故事,0,情感故事,青春随笔,0,2,16227,raw_real_texts2.csv
59e9741f83c9e571,"“如果我们的因果注定折散于十七岁长夜”

我或许就不会轻易提及离别。 原创 随笔 情感 文案 文字的力量 暗恋 遗憾 青春 infj infp",“如果我们的因果注定折散于十七岁长夜”,我或许就不会轻易提及离别。 原创 随笔 情感 文案 文字的力量 暗恋 遗憾 青春 infj infp,71,情感故事,0,情感故事,青春随笔,0,29,16068,raw_real_texts.csv
